id,status_group
25332,functional
16840,functional needs repair
13684,functional needs repair
72162,non functional
30220,non functional
71433,functional needs repair
45345,functional needs repair
71586,functional
12737,non functional
45091,functional
7357,functional
64285,functional needs repair
26149,functional needs repair
65267,functional needs repair
30909,non functional
55191,non functional
66174,functional
2852,non functional
20244,non functional
43495,non functional
57193,functional
21818,non functional
63359,functional
69346,functional
7191,functional needs repair
22787,non functional
70663,non functional
27137,functional
71027,non functional
6246,functional
18109,non functional
60896,functional
67951,non functional
11645,functional
39245,non functional
11979,non functional
70097,non functional
71971,non functional
58935,functional
14900,functional
11977,functional
15008,non functional
28628,functional
36240,non functional
15945,functional
38705,non functional
1121,functional
14708,functional needs repair
14151,functional
7318,functional
63612,functional needs repair
3321,functional needs repair
73632,functional
72355,functional needs repair
63841,functional
18006,functional needs repair
13220,functional
52088,functional
14865,functional
66261,functional
50644,functional needs repair
71461,non functional
43239,non functional
32291,functional needs repair
48116,non functional
27614,functional
64045,non functional
58618,non functional
35743,non functional
61954,functional
64801,functional
63661,non functional
41537,non functional
11942,non functional
66097,non functional
24266,functional needs repair
32300,non functional
52092,non functional
42912,non functional
50498,non functional
23828,functional needs repair
31425,functional
62487,functional
1901,non functional
27458,functional
13259,functional
64747,non functional
11095,functional
50055,functional
69031,non functional
65877,non functional
10858,functional
67726,functional needs repair
46822,functional
43818,functional
16988,non functional
12913,functional needs repair
36997,non functional
7301,functional needs repair
32415,non functional
50308,functional needs repair
62020,functional needs repair
29268,functional
74184,non functional
67687,functional needs repair
42816,functional needs repair
547,functional
25410,functional
73791,non functional
54494,non functional
50634,functional
20889,functional
20603,functional
6151,functional
55569,non functional
35221,non functional
67630,functional needs repair
30611,functional
28075,functional
35852,functional needs repair
63586,functional needs repair
62562,non functional
7228,functional
57333,non functional
13609,functional needs repair
14483,non functional
56101,non functional
14046,non functional
42124,functional needs repair
26183,functional
58184,non functional
40983,non functional
14256,non functional
55150,functional
1819,functional needs repair
24155,functional
65836,functional needs repair
30949,functional
27156,non functional
5851,functional needs repair
20570,non functional
32080,functional
26196,functional
31604,functional
43726,functional needs repair
20318,functional needs repair
10512,non functional
69352,functional
4765,functional
63436,functional
42382,functional
9364,functional
49404,non functional
154,functional needs repair
59676,functional
18190,functional
18521,functional needs repair
65305,non functional
5098,functional needs repair
47491,functional
48637,functional needs repair
45632,functional
52421,functional
39864,functional needs repair
8323,functional needs repair
52187,functional
68150,functional
26021,functional needs repair
40994,functional needs repair
72334,functional needs repair
41898,functional needs repair
13086,non functional
15817,non functional
38866,functional needs repair
53443,functional
36477,functional needs repair
41328,functional needs repair
61130,functional
38685,functional
56234,non functional
43896,non functional
10007,functional
2049,functional needs repair
2544,functional
22483,non functional
